message_enqueued_time,Press_Samskipahöllin,Press_Leikskolinn_Adalthing,Press_Leikskolinn_Baugur,Press_Vatnsendaskoli,Press_Leikskolinn_Solhvarf
2024-03-05 18:00:00,6.510823567708333,,6.5234375,3.6043294270833335,5.4013671875
2024-03-05 19:00:00,6.4599609375,5.743408203125,6.425374348958333,3.6201985677083335,5.43408203125
2024-03-05 20:00:00,6.444091796875,5.69580078125,6.42333984375,3.619384765625,
2024-03-05 21:00:00,6.466064453125,5.787353515625,6.46484375,3.6238606770833335,
2024-03-05 22:00:00,6.5234375,5.797797309027778,6.503092447916667,3.5982259114583335,
2024-03-05 23:00:00,6.578892299107143,5.816539417613637,6.575927734375,3.614501953125,
2024-03-06 00:00:00,6.6015625,5.892740885416667,6.597900390625,3.5860188802083335,
2024-03-06 01:00:00,6.620396205357143,5.9230735085227275,6.632893880208333,3.6617024739583335,
2024-03-06 02:00:00,6.590169270833333,5.88348388671875,6.608479817708333,3.5819498697916665,
2024-03-06 03:00:00,6.59423828125,5.882975260416667,6.614990234375,3.61328125,
2024-03-06 04:00:00,6.605224609375,5.910295758928571,6.609700520833333,3.646240234375,
2024-03-06 05:00:00,6.629231770833333,5.895647321428571,6.592203776041667,3.6088053385416665,
2024-03-06 06:00:00,6.565348307291667,5.86181640625,6.592610677083333,3.621826171875,
2024-03-06 07:00:00,6.503499348958333,5.806012834821429,6.525472005208333,3.5770670572916665,5.3857421875
2024-03-06 08:00:00,6.514078776041667,5.8349609375,6.506754557291667,3.6189778645833335,5.448811848958333
2024-03-06 09:00:00,6.570231119791667,5.8425071022727275,6.560872395833333,3.603515625,
2024-03-06 10:00:00,6.554768880208333,5.8955078125,6.52069091796875,3.6055501302083335,
2024-03-06 11:00:00,6.61865234375,5.83984375,6.560872395833333,3.5693359375,5.5126953125
2024-03-06 12:00:00,6.5673828125,5.86181640625,6.570231119791667,3.624267578125,5.35888671875
2024-03-06 13:00:00,6.613362630208333,5.771484375,6.577497209821429,3.6393229166666665,5.457356770833333
2024-03-06 14:00:00,6.632486979166667,5.771484375,6.56646728515625,3.6442057291666665,
2024-03-06 15:00:00,6.615397135416667,5.911729600694445,6.582845052083333,3.5738118489583335,
2024-03-06 16:00:00,6.625569661458333,5.888671875,6.594645182291667,3.5542805989583335,
2024-03-06 17:00:00,6.578369140625,5.855189732142857,6.580810546875,3.66943359375,
2024-03-06 18:00:00,6.529134114583333,5.832926432291667,6.522623697916667,3.568115234375,
2024-03-06 19:00:00,6.548665364583333,5.826241629464286,6.54541015625,3.5934012276785716,5.400390625
2024-03-06 20:00:00,6.5673828125,5.860460069444445,6.514020647321429,3.555908203125,
2024-03-06 21:00:00,6.546630859375,5.84320068359375,6.547444661458333,3.583984375,
2024-03-06 22:00:00,6.60400390625,5.860770089285714,6.558837890625,3.6344401041666665,
2024-03-06 23:00:00,6.640218098958333,5.901692708333333,6.606852213541667,3.6112467447916665,
2024-03-07 00:00:00,6.64794921875,5.935724431818182,6.635335286458333,3.57574462890625,
2024-03-07 01:00:00,6.687418619791667,5.954345703125,6.64794921875,3.6421712239583335,
2024-03-07 02:00:00,6.66015625,5.954241071428571,6.636555989583333,3.5709635416666665,5.468750000000001
2024-03-07 03:00:00,6.644694010416667,5.936957465277778,6.634521484375,3.5921223958333335,
2024-03-07 04:00:00,6.652018229166667,5.945172991071429,6.636555989583333,3.6056082589285716,
2024-03-07 05:00:00,6.644287109375,5.921495225694445,6.650797526041667,3.614501953125,
2024-03-07 06:00:00,6.61865234375,5.89996337890625,6.652425130208333,3.5400390625,5.51513671875
2024-03-07 07:00:00,6.575113932291667,5.87554931640625,6.531575520833333,3.6328125,
2024-03-07 08:00:00,6.588948567708333,5.859375,6.58935546875,3.6735026041666665,5.465494791666667
2024-03-07 09:00:00,6.619059244791667,5.895647321428571,6.554827008928571,3.6503092447916665,5.386718750000001
2024-03-07 10:00:00,6.630452473958333,5.898640950520833,6.626325334821429,3.641357421875,5.37841796875
2024-03-07 11:00:00,6.612374441964286,5.90606689453125,6.5673828125,3.634033203125,
2024-03-07 12:00:00,6.599469866071429,5.897460937500001,6.54052734375,3.5856119791666665,
2024-03-07 13:00:00,6.626790364583333,5.91339111328125,6.6192626953125,3.6210123697916665,
2024-03-07 14:00:00,6.66259765625,5.938720703125,6.587320963541667,3.654341264204545,
2024-03-07 15:00:00,6.625569661458333,5.91796875,6.657017299107143,3.5693359375,
2024-03-07 16:00:00,6.627197265625,5.913492838541667,6.630452473958333,3.5804966517857144,
2024-03-07 17:00:00,6.595865885416667,,6.578369140625,3.5945638020833335,
2024-03-07 18:00:00,6.593831380208333,,6.552036830357143,3.6590576171875,5.42138671875
2024-03-07 19:00:00,6.531168619791667,5.751953125,6.477864583333333,3.5445149739583335,5.370396205357143
2024-03-07 20:00:00,6.52099609375,,6.520589192708333,3.647054036458334,5.408761160714286
2024-03-07 21:00:00,6.58203125,5.830775669642857,6.590750558035714,3.6108398437500004,5.400390625000001
2024-03-07 22:00:00,6.549479166666667,5.840657552083333,6.578194754464286,3.680943080357143,
2024-03-07 23:00:00,6.621500651041667,5.91522216796875,6.583251953125,3.555210658482143,
2024-03-08 00:00:00,6.640218098958333,5.942789713541667,6.632486979166667,3.6363002232142856,
2024-03-08 01:00:00,6.651611328125,5.9515380859375,6.654052734375,3.6043294270833335,
2024-03-08 02:00:00,6.671956380208333,5.940185546875,6.639404296875,3.6405436197916665,
2024-03-08 03:00:00,6.678873697916667,5.96923828125,6.659749348958333,3.6167689732142856,
2024-03-08 04:00:00,6.677652994791667,5.956787109375,6.674455915178571,3.5636393229166665,
2024-03-08 05:00:00,6.66748046875,5.947265625,6.6650390625,3.6273193359375,
2024-03-08 06:00:00,6.645100911458333,5.92132568359375,6.639404296875,3.6072887073863638,
2024-03-08 07:00:00,6.597028459821429,5.87158203125,6.553955078125,3.603515625,
2024-03-08 08:00:00,6.577555338541667,5.9100811298076925,6.57470703125,3.6104329427083335,
2024-03-08 09:00:00,6.555989583333333,5.866241455078125,6.608479817708333,3.65966796875,
2024-03-08 10:00:00,6.5625,5.883382161458333,6.59423828125,3.6287434895833335,
2024-03-08 11:00:00,6.643473307291667,5.901925223214286,6.646321614583333,3.6250813802083335,
2024-03-08 12:00:00,6.636555989583333,5.927734375,6.531808035714286,3.5904947916666665,5.449218750000001
2024-03-08 13:00:00,6.694742838541667,5.882568359375,6.621907552083333,3.6238606770833335,
2024-03-08 14:00:00,6.636962890625,5.94580078125,6.640625,3.5916573660714284,
