Episode,Reward
1,0.8545786534589199
2,1.1950788886748445
3,1.3704411584262886
4,0.9412554465496545
5,1.4750855358893962
6,0.5446704146674959
7,0.5393002927623343
8,0.5620245263132242
9,1.5372868713242855
10,0.9840500073572005
11,0.9006515762950333
12,1.0181084769203899
13,1.2159756813817748
14,1.5588069003098806
15,1.257643452503324
16,1.425193498415725
17,0.7565817308627855
18,1.2503528973434241
19,0.9348825721227404
20,1.3927702610323496
21,1.4175119845371578
22,0.9720033791202484
23,1.552762256092806
24,0.5925047892821598
25,1.2220055383510844
26,1.209132664533567
27,0.5396631508139904
28,1.485322684713211
29,0.8103074145893827
30,1.5013622396289055
31,0.8221812997044491
32,0.62792792113666
33,1.4367291352186577
34,0.9791163476953443
35,0.533473217355169
36,1.4983247522941476
37,0.9061283987008544
38,0.6335389494498236
39,0.939584685553426
40,0.7197730826126589
41,1.4474401097470353
42,1.1897766236835547
43,1.2111356666895585
44,1.2863321155975806
45,1.3915012470809938
46,0.9833752566965543
47,1.1668801535881896
48,1.2246297771892527
49,1.4697426631911261
50,1.5455406530717684
51,1.5890411864142726
52,0.892414764900727
53,0.8257017558765649
54,1.5530761678272809
55,0.9749628115662543
56,0.840825557709336
57,0.8702074710595642
58,0.0
59,0.9932195727042283
60,0.8151429084371867
61,0.757187420192894
62,0.5880414678042958
63,0.8812060305060285
64,0.8775851555060058
65,0.6908069075221093
66,0.7814038757819632
67,1.4526105663988473
68,0.7259766851702221
69,1.2229845201121692
70,0.9991603009707808
71,1.2636297582287261
72,1.2702870530086754
73,0.43793604923813334
74,0.6022596306684906
75,1.4766688121221998
76,0.8862613416530699
77,1.584031609802251
78,0.8528074690920924
79,0.905543068024863
80,1.0199549614144425
81,0.8350695176178917
82,1.3348429243165283
83,1.411757744874638
84,1.1626147921458794
85,1.5263515865119184
86,0.9284952278129606
87,0.8794419186066172
88,0.5699458107163163
89,0.9467465135751175
90,1.0499306775359039
91,1.1782712537331816
92,0.6601213947493192
93,1.3535380137291773
94,0.962112480936645
95,1.3014655191980675
96,1.5956042649149282
97,0.8400889973654022
98,1.2746068637120314
99,0.829059460261298
100,0.9222530122968278
101,0.9420232670485806
102,0.8374316764330599
103,1.2012010500667785
104,0.6236298124696493
105,1.1990591901535983
106,0.9337718669913149
107,1.3318285996297194
108,0.962741427871209
109,0.922666173832327
110,1.2289403872522526
111,1.1382132451253526
112,1.51025839413272
113,0.9473355644270293
114,0.9775101864675926
115,1.163734326420049
116,1.436944661921487
117,0.7290993109463625
118,1.3245738024089602
119,0.8772169005705022
120,1.2766764972993032
121,0.989754937784716
122,0.9332271321335812
123,1.4314597606486577
124,0.9839629736980554
125,0.9177122312495188
126,1.5601976083266562
127,1.3147220910632924
128,0.6232215618190029
129,1.1994375900254743
130,1.0502952854550662
131,0.7531674436156652
132,0.9267251061141604
133,0.7505409219785211
134,1.296673139518177
135,1.4846927903844684
136,0.8402339877727155
137,0.926374394804833
138,1.4334979476917082
139,1.3824510294229886
140,1.1506417543633223
141,1.1618188919019092
142,1.1354216035350675
143,0.0
144,1.5028197665869976
145,1.4045238223203858
146,1.2562758190990546
147,0.836729722366759
148,0.8159075660872581
149,0.9795137546578673
150,0.7936296082696341
151,1.4722568200855108
152,0.3369219197141996
153,1.4557248709846973
154,0.7637011319233364
155,1.3492969713372145
156,0.9118611059334845
157,0.8905165901346666
158,1.519860146950843
159,1.1293161420498887
160,0.9022609497646056
161,0.0
162,0.9237043278256531
163,0.8545522311376097
164,1.2525504893891215
165,1.4186296228360546
166,1.0320311657912244
167,1.3557471330578095
168,1.0165138482277527
169,1.268026525174605
170,1.230638695849917
171,1.275876167921505
172,1.3879611143118376
173,0.817243813320787
174,1.1816839354075908
175,1.3504699888426095
176,1.413404876951891
177,0.9491045694848067
178,1.354719615673555
179,1.4261160414964533
180,0.6706276502824415
181,0.7068547333581583
182,0.9853767186676483
183,1.178687609527411
184,1.153328893668712
185,0.7879233001625063
186,1.5802378023302626
187,0.9613191920789191
188,0.4822682890092183
189,0.906554083955581
190,1.5248561651711219
191,0.5873330791180821
192,0.8692327980393769
193,1.3627004457873158
194,0.6865448273375824
195,1.0812709539147174
196,1.3358884602754837
197,1.2630442499847279
198,1.4466008475021548
199,0.9062902993871867
200,1.4870109290536004
201,1.3099439162528914
202,0.8539924685994483
203,1.3554790507512458
204,1.0584578515493879
205,1.4591491593728976
206,1.200306508694893
207,1.268031361894026
208,0.902528317701408
209,1.4406390273108194
210,1.3373850206538584
211,0.41912168703157826
212,0.6944584721794832
213,0.4405118439633544
214,1.5898731845073688
215,0.8745296979502765
216,0.8795449710237258
217,1.3565194573937922
218,1.2511362823558905
219,0.8603574723695959
220,1.1392348832934995
221,0.645878959047626
222,0.6814377765312319
223,1.452930669599037
224,1.0871906264302056
225,0.0
226,0.8995153560206121
227,0.905708737165477
228,1.3601072106935406
229,1.3378294969839355
230,0.9801013461662864
231,0.9185435282084766
232,0.7575996501816084
233,1.0295241511087947
234,1.1813971865493424
235,0.945855012856261
236,1.4953577883998486
237,1.283785828178552
238,1.455476697838971
239,0.7571628392481777
240,0.7922894563911677
241,1.4511053183702947
242,0.892807070550939
243,1.3199769334898368
244,0.8644390251778529
245,1.2693191674785533
246,1.4719602967942236
247,0.6830351987516835
248,0.844436878794962
249,1.310310911544835
250,0.7101103475270027
251,0.8578071547560917
252,1.2400856465561734
253,1.0059080291249698
254,0.9291120462710806
255,0.9421903017418137
256,1.5107457234418216
257,1.2240267567078764
258,0.5741946359473633
