Step,Total Reward
1,1.520566903259862
2,1.2462146936420537
3,1.0310728747291467
4,0.635281583102215
5,0.9241316879860282
6,1.0104667598723676
7,0.7320832958584336
8,0.9843768901486195
9,1.3942615844038748
10,1.2963596756877167
11,0.773191341239835
12,0.38798788732066447
13,1.066900779830883
14,0.7438908199954006
15,1.4438636491499883
16,1.202253751779537
17,1.3508413358832314
18,0.0
19,1.2351138213329178
20,0.7487946553156106
21,1.4865610161137601
22,0.6018096167760817
23,0.0
24,1.5177732525578915
25,0.6407214850847495
26,0.7454385991774649
27,0.4300953598987408
28,0.8585394650248046
29,0.47534101436215204
30,0.5924401479899204
31,0.7633119887584
32,1.3713797564119543
33,0.7164368214944458
34,1.406287764035952
35,0.6063067624207449
36,0.787205003834341
37,0.6689025925081449
38,0.8177818732773079
39,1.0054190704753694
40,0.846424779606428
41,0.6113950420539769
42,0.5374574736469935
43,0.813197094825804
44,0.6894161135809439
45,1.183616671615116
46,0.8504219300529468
47,0.4000740906213833
48,0.9990253742110159
49,0.0
50,1.1631717211028945
51,0.7295018111030617
52,1.3252257279946198
53,1.591212281370776
54,1.3774307653703706
55,0.9375660841382663
56,0.9602855215405626
57,0.9468354505272327
58,0.6461227385539299
59,0.8676027697103847
60,0.6633180778245934
61,0.3347026643599597
62,0.7628293549734316
63,0.715159259224375
64,1.1807434655566165
65,1.39896025416179
66,0.6222392289803971
67,0.6139896322102809
68,1.3739074449273267
69,0.5411875343982712
70,0.6448041963362532
71,0.6951095929286637
72,0.49029407726143176
73,1.2242514962547573
74,0.6816345887810926
75,0.49082935940798833
76,1.312182764436149
77,0.5882303188941557
78,0.5108260561902002
79,1.1471028720495624
80,0.7503133960597773
81,0.504152477403879
82,1.1366465712275224
83,0.6013164719652341
84,1.4143123191228943
85,1.3700280766643584
86,0.4519130532312814
87,0.6459674547076479
88,0.8887634219900947
89,0.8554321708544721
90,0.7694645419085063
91,1.3065155353921443
92,0.5984834721095957
93,0.7348583582551064
94,1.019017974425877
95,1.249397469583647
96,1.0372925465577953
97,0.7704018312156954
98,1.1970180223089992
99,0.9342277891863787
100,0.7126554884460237
101,0.9854633339421333
102,0.0
103,0.8144099360037762
104,1.2794987865029073
105,0.8092631611669642
106,0.9099400832812748
107,1.5200607484648985
108,1.276238174952469
109,0.5761074460940839
110,0.9585964522081608
111,0.5423065441667433
112,1.53441383799015
113,0.7204808849584794
114,1.5189103077259454
115,0.4919533983366944
116,1.175811103797316
117,0.9321527808886474
118,0.9629091348310342
119,0.46858306425026247
120,0.8723092661763501
121,0.8517828014705447
122,0.6226075857564305
123,1.5809954463481395
