Episode,Total Reward
1,376.25201784539837
2,384.1622708645819
3,388.76311149026463
4,393.19500149202315
5,384.38595536539157
6,377.265812685297
7,391.0407272705751
8,378.132582355186
9,378.7700073080071
10,392.18078323888784
11,370.8719870147371
12,382.83590190015576
13,385.8409524578667
14,373.5986155694708
15,375.1834797391106
16,382.75653586171
17,371.6838868915316
18,370.2990883246682
19,373.82636167417354
20,372.3905334175791
21,371.2233346206621
22,366.01543534782417
23,372.8088856766751
24,378.0826733736313
25,371.0380235226772
26,372.54137758605543
27,366.007588169666
28,365.2547519666153
29,363.0572935455284
30,373.1372048915518
31,363.2135821533165
32,369.7930714344819
33,371.4486092009926
34,360.7793577011171
35,363.4011539611316
36,363.6249629698596
37,363.87460689890054
38,371.7214714601636
39,352.5589404931868
40,370.6274221013312
41,365.85243204231233
42,356.4072826471486
43,361.5139300180753
44,370.01756075811744
45,373.56821866669316
46,362.92608936130927
47,367.9982119034807
48,369.9035739123805
49,359.668158662475
50,365.7828880503406
51,351.00157132226184
52,356.4740838310025
53,362.4634382728345
54,357.2173074715713
55,363.8153249281356
56,363.52385178109915
57,357.4339972054374
58,360.37834580910516
59,361.06996579456893
60,351.2873198730313
61,367.4309341019135
62,365.7060121082459
63,357.16325324649966
64,357.4738902260598
65,356.8625883395555
66,359.63676567413586
67,353.31982860830664
68,366.4275257142984
69,342.1816602748695
70,355.8640480647586
71,346.11859526918533
72,361.57060526456144
73,349.44751050189933
74,355.01332710117737
75,355.46310616789685
76,346.0469295885417
77,350.0417379825695
78,340.84504739508327
79,352.7301879443462
80,353.2888285810255
81,347.6697729211367
82,351.0891387940573
83,347.5431128393601
84,328.32266666020223
85,340.1353588414191
86,350.49133960153176
87,340.61832620309616
88,340.762250610601
89,350.6413535073674
90,347.6598596212146
91,344.62197864780217
92,344.5447176028971
93,356.18864672554963
94,342.0564793833803
95,348.25702003255816
96,342.69128935124326
97,333.4781079738238
98,336.94132735022623
99,335.48916749726214
100,344.0930016391193
101,338.23580145094803
102,348.9069177118022
103,329.87069187851466
104,342.8189097315185
105,326.6101602239308
106,344.5623141391326
107,332.9254941275951
108,337.7795427235899
109,339.9228983006293
110,329.5847355070102
111,314.06244121488317
112,328.940332167985
113,348.43084203387195
114,343.742109955159
115,343.1689291815375
116,333.84512958559066
117,333.16276006527687
118,351.6755299973011
119,337.77190015685176
120,336.3168826147184
121,343.6262210328128
122,332.90239311763116
123,341.34628505508744
124,335.74173500798634
125,348.8092611984512
126,332.4382671599902
127,321.01573111739
128,327.6088542218309
129,326.17380741787986
130,327.12204975458576
131,334.3383107211061
132,331.0609833552919
133,320.91956795038425
134,328.2147866844172
135,325.303163751829
136,326.4055390530506
137,330.4758149183588
138,329.1467581768126
139,318.7852436630354
140,317.0549095208179
141,325.8761850009128
142,334.52409263326706
143,309.4162149758057
144,308.7680911306
145,300.9377927011203
146,307.4058298763719
147,319.3503025048459
148,296.1437232047347
149,321.99104848534125
150,327.69836847781363
151,312.8331216277305
152,327.78887926104187
153,330.8839610968996
154,331.21786316117414
155,313.9983567796073
156,303.8687504722002
157,310.84749134496536
158,314.27784716155907
159,309.8727339893339
160,308.6485230426795
161,308.85994048803406
162,325.34014641832636
163,314.7725898254804
164,304.5850015403346
165,326.47907404462285
166,316.89049891910497
167,315.3300728096489
168,313.7402868034204
169,307.41667783387913
170,305.45865629864323
171,320.74628989359144
172,290.61453852304186
173,298.49821892122435
174,298.6558432136875
175,306.66161255224614
176,305.24472954393076
177,305.8165360465945
178,317.0424883279755
179,312.2206493364707
180,299.1899764752816
181,302.34401332321926
182,324.20053555300143
183,298.6710851025399
184,308.7400089659247
185,316.95914544375785
186,296.87408936542624
187,296.2317022673117
188,301.72396136681573
189,315.23994988802
190,314.93059244902565
191,284.1663482939773
192,310.06469907744844
193,319.7526500142687
194,310.9554396946887
195,291.3426169046863
196,308.88870607841653
197,317.85507245923407
198,312.1236198196034
199,327.58576185876257
200,323.3097836552296
