Step,Total Reward
1,1.2277200330955713
2,0.0
3,0.5315032074731421
4,1.5744876755972363
5,0.9193101244588694
6,1.010209527391708
7,0.45964296472129673
8,0.9215370301036829
9,0.9338047536128489
10,1.345077975521809
11,0.6037496270640726
12,0.6529229220653849
13,0.0
14,0.7947217107602429
15,1.4769195933937203
16,0.3735119056879493
17,1.351561279469795
18,0.8570135837598237
19,1.3597421180737475
20,0.8333397851876149
21,1.469890478915778
22,0.7591112381915776
23,1.3282220789334778
24,0.9040200200244614
25,0.9130177501282117
26,0.7190238985309115
27,0.0
28,0.39279779394462055
29,0.9144396529531331
30,0.624779893469523
31,1.456385287919907
32,1.3685339087219286
33,0.930763557384333
34,1.2480685662387745
35,0.0
36,0.9020949863103126
37,0.766951202004805
38,1.5900446610480692
39,0.9499485981522778
40,0.8246146498338706
41,0.0
42,0.5304653428860455
43,0.879898639197674
44,0.5975625323420506
45,1.2114591937315906
46,1.413569858705531
47,0.501190467866823
48,0.6510521221116041
49,0.0
50,1.5550451502106908
51,0.4918556831939548
52,1.3132528090833744
53,1.4736075597382192
54,1.1973607463632998
55,1.3243024706512203
56,1.0753049608282328
57,0.96609177772442
58,0.8750310426122077
59,0.9352809422737037
60,0.9435247834768379
61,0.7144739266942327
62,0.8845751604850196
63,0.7638477843283461
64,1.2212041963250106
65,1.244604369319983
66,0.7195820818804451
67,0.7723100046161336
68,0.9260850315405602
69,0.8323928971159862
70,0.7131710004130196
71,0.4948328964157054
72,0.5428253359599636
73,1.1529332574295976
74,0.5077405979307428
75,0.6855246727445576
76,1.3063409857227994
77,0.6773510904190508
78,0.7155934154000955
79,1.5777909611034129
80,0.49739488798077963
81,0.5413766909187461
82,0.5007078231576689
83,0.5743573773755205
84,1.3729334306125707
85,1.3308363395201344
86,1.241480986592355
87,0.6350636136215464
88,0.8611887311566101
89,0.675394809278664
90,0.9132194684672365
91,0.9659313004528786
92,0.4880975461200469
93,0.7456497393193425
94,1.0657145806179273
95,0.0
96,0.6206246144745511
97,0.814577273659665
98,1.2892140913967283
99,0.9684562340770095
100,1.3746161376648565
101,0.9680629972456792
102,1.3287769149135176
103,0.9339096004748666
104,1.3141533164950636
105,0.34057374054703804
106,0.7742089363938225
107,1.5248925798023416
108,1.2830582636404055
109,0.4124285787115263
110,0.9715161147280506
111,0.5180362084909439
112,0.6411801090589008
113,0.3515061744469112
114,0.9336349064564382
115,0.9468573631710708
116,1.2018392896365924
117,0.7682292732576067
118,0.7928716791472155
119,0.9078637654236995
120,0.48532820536713034
121,0.0
122,0.6177711535558916
123,1.5852187351589317
124,0.777309202829141
125,0.7771103148084757
126,0.8046878223238677
127,0.8201034649273968
128,1.5190223208080438
129,0.7669046441386036
130,1.518443959430806
131,0.8151094784406809
132,0.669305535709716
133,0.0
134,1.5854090584612042
135,0.9800589557051297
136,0.8063241030122861
137,0.99923267075468
138,0.9499396927075638
139,0.8557203278602001
140,1.247233949752186
141,1.4882753029747156
142,0.5237453750231068
143,0.9886929940873236
144,0.77061226167129
145,0.952706122130514
146,0.9280632783601147
147,0.7243806639074388
148,1.5764995050600268
149,0.7269006083226666
150,0.6892574455230245
151,1.3285963691430052
152,0.6847399247686046
153,1.300107857905513
154,0.39485719369746713
155,0.6802183982246903
156,1.2360551239130024
157,0.685000451397641
158,0.970685108117419
159,1.4386005994779922
160,1.4205971495035556
161,0.5529673163494889
162,1.5384763532270853
163,0.7603144012510155
164,0.997458830062949
165,1.266850930859663
166,1.5323478163095885
167,0.8633251428193939
168,0.6240153268435406
169,1.0144203173348703
170,0.8248407964635577
171,0.7057958964283106
172,0.705190482601633
173,0.42296669189848546
174,1.1892571657549051
175,0.9207804566467845
176,0.9956913809012687
177,0.7557287998598526
178,0.677336453598015
179,0.9837617602057165
180,1.499097574038474
181,0.9334981609100929
182,1.400579652864817
183,0.9432718747369475
184,1.3252376506977446
185,0.5790572101421259
186,1.4513126720592198
187,0.4345272504501683
188,0.37729906444090106
189,0.6888836981066889
190,0.7196057543987899
191,1.5424546889357966
192,0.9248808857482705
193,0.887321322144233
194,0.5416495177529191
195,1.338185892263132
196,1.2278590423719504
197,0.8397537979400238
198,0.6592448268282227
199,1.5181614778642305
200,1.3622106873665274
201,1.3450435099982285
202,0.4491372003857985
203,1.1001647013569835
204,0.6018472699355463
205,0.4788144016802982
206,0.3680874260655205
207,0.9766863927494726
208,0.8680701499837901
209,0.9269409085337867
210,1.451813574584532
211,1.282842610506101
212,0.5999148473821558
213,1.0257043087148692
214,0.8512444490104998
215,1.0871717363615583
216,0.9079118795473614
217,0.6364114502583842
218,1.400376881694088
219,1.0812712001978555
220,1.5764746241314018
221,0.7829127321253202
222,0.77376771735935
