Episode,Total Reward
1,346.7842926304464
2,379.35664335664325
3,367.4055944055943
4,413.6229155459922
5,377.8924152770303
6,394.1764389456695
7,367.4265734265731
8,366.8531468531467
9,402.7407208176436
10,426.04249596557275
11,299.06724045185587
12,406.7439483593329
13,397.94566971490025
14,430.12910166756285
15,360.101129639591
16,296.38084991931146
17,347.0392684238838
18,379.8128025820332
19,370.24690693921445
20,339.185045723507
21,342.91339429800956
22,386.9510489510486
23,331.71866594943526
24,339.3238300161378
25,362.9166218396987
26,327.3448090371166
27,335.10758472296925
28,319.2307692307692
29,351.6508875739643
30,343.2920925228616
31,308.1070467993545
32,343.20817643894554
33,339.6659494351801
34,272.2635825712749
35,288.22270037654664
36,267.80311995696616
37,295.85045723507255
38,386.6100053792359
39,283.8192576654116
40,346.53200645508315
41,346.92576654115106
42,312.13663259817116
43,295.45293168370097
44,343.13232920925225
45,367.3485745024204
46,331.1043571812801
47,342.6971490048412
48,323.53039268423885
49,296.05056481979545
50,280.2264658418505
51,311.382463690156
52,298.540613232921
53,347.0688542227003
54,299.5282409897795
55,351.3873050026894
56,346.95427649273796
57,295.97149004841316
58,299.5486820871435
59,283.5669714900485
60,248.4712210866058
61,304.13555675094125
62,346.20656266810124
63,225.19795589026367
64,334.73695535233986
65,276.29424421732114
66,296.2818719741797
67,291.73910704679923
68,343.0059171597631
69,283.6621839698765
70,347.48251748251744
71,268.1710597095212
72,311.42495965572886
73,315.5567509413663
74,224.63743948359334
75,252.33136094674552
76,220.87197417966652
77,271.6320602474448
78,216.33942980096825
79,283.46476600322745
80,295.50726196880055
81,307.7256589564282
82,268.04142011834324
83,256.3259817105971
84,228.52555137170532
85,229.08660570199035
86,292.0887573964496
87,204.85906401291015
88,264.2641204948897
89,268.3206024744488
90,236.81226465841857
91,220.67455621301778
92,244.81334050564826
93,287.54384077461
94,232.14846691769776
95,252.30123722431415
96,228.3308230231308
97,209.75416890801498
98,232.57396449704143
99,260.30661646046275
100,228.81226465841857
101,204.41958041958048
102,288.33727810650885
103,221.2646584185045
104,252.99946207638516
105,197.16299085529857
106,256.81280258203344
107,228.65088757396452
108,256.52662721893495
109,243.8875739644971
110,248.92307692307708
111,236.07907477138255
112,177.62291554599244
113,247.8536847767617
114,244.2377622377623
115,252.20064550833789
116,216.23507261968805
117,209.16944593867666
118,232.67993544916632
119,177.8429263044648
120,217.31898870360408
121,255.66433566433562
122,233.40451855836469
123,228.87842926304467
124,224.4050564819796
125,248.55621301775147
126,184.58526089295327
127,229.49112426035515
128,157.84561592253903
129,232.9150080688542
130,154.1371705217859
131,213.59117805271651
132,240.50564819795602
133,193.11350188273263
134,247.85368477676175
135,213.35879505110285
136,196.982786444325
137,221.02635825712755
138,228.86336740182904
139,189.02366863905326
140,232.2270037654654
141,193.5944055944056
142,248.89510489510502
143,173.04787520172133
144,205.65788058095754
145,200.71866594943515
146,197.64389456697154
147,233.28348574502425
148,173.2603550295858
149,200.88649811726737
150,197.26412049488982
151,130.42980096826253
152,209.34696073157613
153,220.58687466379777
154,213.30984400215172
155,193.08337816030127
156,192.79827864443254
157,161.90747713824635
158,158.01936525013443
159,193.01022054868207
160,173.2151694459387
161,154.16998386229156
162,220.34480903711673
163,177.5427649273803
164,150.24852071005915
165,173.866594943518
166,181.9327595481441
167,208.87842926304464
168,196.98278644432492
169,180.9865519096289
170,177.61646046261433
171,232.993006993007
172,118.49273803119955
173,134.06455083378157
174,205.53200645508343
175,177.3281334050565
176,142.0613232920925
177,169.61753630984407
178,161.50188273265198
179,138.39591178052711
180,98.4168908015062
181,141.8536847767617
182,161.603550295858
183,118.56535771920386
184,150.29585798816564
185,193.1543840774611
186,130.32490586336738
187,142.11296395911776
188,161.23561054330284
189,150.34265734265733
190,153.74341043571812
191,122.25389994620762
192,173.8353953738569
193,166.07261968800432
194,153.9241527703066
195,114.4045185583647
196,161.50941366325975
197,153.2194728348574
198,134.13448090371165
199,181.80742334588484
200,153.98009682625067
