Episode,Total Reward
1,209.2464018477375
2,137.64860127462867
3,215.68393570663426
4,206.97066628695762
5,237.09224140703483
6,161.42112474873085
7,186.8852162011547
8,180.44505659807575
9,211.45290662295517
10,168.59314190666083
11,113.2984053412629
12,194.9034385059495
13,175.53182479129026
14,231.25311865963815
15,227.3958412769528
16,188.18901856617813
17,193.36718073843073
18,198.77194539069984
19,225.49862515064297
20,219.36069035036851
21,211.35461553147695
22,194.38254911814155
23,192.81063968582302
24,232.31594736076104
25,141.58821754572517
26,151.31462384380424
27,179.85602269531853
28,217.88529360781993
29,175.99845041563216
30,242.64230910216972
31,195.8123056617618
32,199.30710178517174
33,167.90838513389693
34,181.37211595523718
35,223.50092382861962
36,121.85246009033683
37,207.84471241019094
38,182.01868525436956
39,225.1576790338789
40,224.68282205325372
41,186.2453303297545
42,164.6549468047305
43,191.30797855317184
44,152.27910302804824
45,223.49920789171296
46,226.8437583905099
47,172.83088996287435
48,200.18337574966284
49,235.70030571132256
50,217.808150890486
51,233.81236304690228
52,190.89975566392985
53,218.82188660931385
54,162.4276424435446
55,214.04118662376248
56,248.85171212711853
57,121.25646872384762
58,216.0998781254639
59,183.13266940462913
60,180.3191072713644
61,239.92202762384673
62,257.00089885981953
63,129.20407791093461
64,214.99159052973766
65,216.21022963190265
66,235.54417410430804
67,223.5839288991568
68,215.86940869315413
69,139.4839435114114
70,121.67180500478291
71,230.80099945224373
72,156.07790632281723
73,238.7954566771
74,142.57983610460755
75,242.543483864601
76,236.72057854521364
77,240.49501972062984
78,231.22242060172937
79,195.90687960651954
80,229.42289916000726
81,229.25035351000378
82,184.80908574394647
83,186.9877102444812
84,207.7538282228969
85,237.56918390710132
86,254.0183421546881
87,210.9770850511695
88,266.4764240090629
89,266.94535183733905
90,267.0850911665032
91,244.83543573450245
92,202.36146059787518
93,172.75609562994768
94,137.18509926343023
95,177.16844757879795
96,180.6820546659004
97,246.36249992934057
98,246.8842539151152
99,249.74587332890684
100,222.0446731805276
101,227.34036093737683
102,149.94569379086778
103,214.4326408383265
104,226.96992514213704
105,240.32530862525726
106,223.34421384446443
107,160.25325375784337
108,257.4545185439314
109,262.21538005511223
110,121.82484706249969
111,222.9840756331581
112,224.4709232964603
113,244.97014607490217
114,203.4312836837461
115,227.82488197086573
116,160.33808074676307
117,169.91002316160657
118,168.71122193597097
119,164.8178655688384
120,137.77161838337702
121,201.91361705356314
122,256.1845182874836
123,245.99577413694217
124,252.13217924589554
125,230.81504939323702
126,265.73352470487214
127,264.8363091932928
128,236.74013770484115
129,230.35251111512767
130,214.95877673664546
131,250.01623988766573
132,103.2274080967876
133,172.37735330438414
134,280.881411787819
135,237.16819061197094
136,293.839425464294
137,160.28502608933007
138,184.2094647415528
139,227.93382935579274
140,255.61700018492556
141,167.60884005182896
142,276.2326875894193
143,281.6432887978093
144,259.3306545359664
145,282.8673275924392
146,294.39766268382454
147,276.33095471065985
148,232.05434015638252
149,256.0855628528871
150,226.55473087565903
151,287.7777167691214
152,232.58896702143338
153,268.3471512458312
154,232.33402944130532
155,262.45844523438376
156,265.53365227456726
157,285.8400799467526
158,287.8790755942662
159,198.29444295145646
160,207.3147511491524
161,272.46526286781403
162,147.51265851398466
163,172.7048734950113
164,195.3013400433518
165,162.44725231838112
166,276.4762927844591
167,272.43394672883574
168,142.0861794732535
169,161.28090913605917
170,231.73764911791338
171,242.32560317350382
172,143.02047152699396
173,175.94777138633188
174,244.4725650823823
175,205.82553316780104
176,104.72343796746954
177,272.3319041991153
178,289.3319648993146
179,257.57289835531236
180,234.10180124613817
181,290.78386875531265
182,279.5699703754878
183,296.86133154224035
184,270.5141122769672
185,251.55253039368716
186,213.8914261097973
187,288.7304278947683
188,274.76732599265415
189,168.27585704852115
190,282.67883851624475
191,300.8731262031728
192,176.8526039810274
193,231.2800158419721
194,190.88712362380386
195,282.85391516743675
196,180.599032809196
197,173.67730663753156
198,228.35755889465727
199,249.18891918618843
200,221.83531614468814
201,133.30959332867195
202,274.4146097387866
203,195.32948076395388
204,263.4848490227714
205,238.320392434933
206,167.71035758697923
207,243.28718725388256
208,120.63794370752709
209,299.7317285336125
210,132.12049704034877
211,166.17511594263766
212,223.3587683303714
213,243.56696041690975
214,228.0901162853737
215,252.16151010051902
216,283.0627070538338
217,297.5470457348075
218,254.44285223128327
219,223.77694970577244
220,129.69273955488612
221,270.52945021542314
222,200.19418638840858
223,111.68619083770494
224,252.33670929914732
225,234.69810344215614
226,229.07504015924243
227,158.90941178375277
228,297.7516703391667
229,219.0874408602726
230,284.1488485520729
231,253.92821944639832
232,280.36210762973866
233,232.2231764649396
234,290.15161494582105
235,163.6505283576079
236,284.39648500735797
237,286.6697114117179
238,269.9759309716617
239,155.049050388683
240,294.41146241563627
241,231.58918017781212
242,257.33227481824514
243,243.35975135645327
244,209.5282408726367
245,157.11708256207297
246,274.07460842242745
247,198.69623167138633
248,302.42811756965483
249,210.98784859022686
250,287.9904230849905
251,194.8714721477797
252,226.02625428440402
253,188.01451436078148
254,265.3337809778922
255,244.37538980217428
256,292.36035473310653
257,211.0895383254054
258,276.3407883337948
259,308.02536389579916
260,223.1381926426702
261,131.426303578943
262,138.40586252706558
263,269.94691569788756
264,265.5367972587417
265,147.8847594644635
266,287.4203037286927
267,290.615199852768
268,142.4984471796633
269,279.7163446722331
270,298.3518555366371
271,263.11391858440777
272,274.6916951277054
273,275.1649349768064
274,276.5161368502976
275,197.18098484327737
276,305.64199847171295
277,189.69868678444675
278,268.32890641262514
279,219.61366514173815
280,289.4045927062478
281,144.69283566514088
282,255.92413247109354
283,302.9335094413104
284,93.39255978845756
285,166.20830386049659
286,192.4102066343464
287,274.63725714923163
288,228.16852814948945
289,289.4394540606901
290,243.67318840917085
291,241.2778890202274
292,267.77886121120594
293,301.40212094402017
294,226.33042934178042
295,254.04982623449433
296,312.38304887699513
297,132.68225276782388
298,276.5045729274305
299,294.88773996859754
300,296.85535473417656
301,77.24862979367992
302,270.83211935120704
303,274.6769498551077
304,191.0778696966737
305,279.14281030142894
306,278.38541298530174
307,219.7748379413015
308,206.23572066005295
309,184.745011878796
310,302.16660415905505
311,306.3090162078671
312,292.921783254768
