Episode,Total Reward
1,251.09679101659884
2,206.62683744795186
3,260.83240699692675
4,276.57785860424855
5,250.45503618349483
6,271.5637708433372
7,256.9707478904217
8,232.85581875400746
9,243.28524613051331
10,281.0739289890235
11,287.04557982952207
12,263.0799586831198
13,216.9060779612908
14,285.55500846556595
15,250.02701935892424
16,269.10367993286894
17,280.98868455752006
18,294.9616269066814
19,284.7537681623941
20,247.41042124126588
21,237.83188553760323
22,231.7426477621377
23,281.1158204269952
24,289.0212802792602
25,151.78981124352623
26,240.60035999319732
27,215.67205025103937
28,269.8609825626112
29,206.03972915324633
30,217.06095089018416
31,264.6648541650903
32,299.1728976892891
33,272.9624387177573
34,234.72886823698502
35,136.923643968201
36,294.4329512918637
37,296.2657662324475
38,308.3672483926808
39,269.1202200098396
40,294.0599919561936
41,306.0279582313614
42,277.51894830819253
43,272.57476540161264
44,294.4395277011086
45,304.220418330452
46,289.3513454705852
47,159.5580574140011
48,230.4210683998012
49,270.8670835630428
50,282.67921412053215
51,305.74651077531604
52,277.2796137233872
53,290.4485761048644
54,299.35420733422245
55,269.5712584680849
56,174.11134173240197
57,189.97359774981095
58,212.12430971237913
59,320.75283536369676
60,239.02405910947684
61,217.83851005786113
62,272.3057670240239
63,316.4965809297401
64,329.3527638533351
65,227.73024087938057
66,312.5885732799252
67,288.8156017592464
68,255.8142302428763
69,309.5516037207813
70,214.4356863172573
71,197.79875450671463
72,297.6864792694311
73,183.31928322701168
74,282.69481135680246
75,267.57992044610444
76,264.87690421974503
77,322.019898067416
78,274.1735848325525
79,316.45829763902117
80,200.23110600815926
81,329.27925360982505
82,266.22011678425486
83,211.17399263346297
84,272.996166684741
85,213.57431648552915
86,335.7502801949548
87,334.2338219011002
88,186.3445596629537
89,313.428198384242
90,309.17910072435
91,264.16139034455375
92,314.8559468999296
93,343.8626648139897
94,309.2358592692703
95,286.01185737303024
96,333.5345623640973
97,278.29202164489516
98,342.8030122854087
99,152.47598997232095
100,313.8004613401718
101,255.10523270553563
102,339.83416672929377
103,214.5444358235764
104,171.66304337500395
105,316.36734686110003
106,280.4429381004708
107,329.74427954805503
108,350.1377862371404
109,345.66814504502526
110,337.5530177896275
111,340.69023956678916
