Episode,Total Reward
1,182.8584458202226
2,200.24772594290397
3,196.5091101603376
4,118.77303066128059
5,200.98711728000492
6,197.31803711998185
7,63.212608839943904
8,119.85731471182119
9,104.08304987099507
10,187.7156442009368
11,52.24776745077781
12,193.20793561468628
13,123.92142792566725
14,183.21138578663607
15,35.08242751000708
16,157.52400785663545
17,43.06639534907426
18,99.59599191948185
19,75.17324100781032
20,89.23295207603195
21,167.22605033385443
22,156.7811909813798
23,153.67857429465806
24,143.12250559517392
25,151.9708027134719
