Episode,Total Reward
1,198.76115766041272
2,103.28550617745505
3,202.35271651407734
4,201.27826539340404
5,180.09513393901887
6,127.48638586406963
7,190.48928696090678
8,79.85804473320518
9,67.42936874768483
10,112.72118026926658
11,25.27065409761204
12,149.57505121845543
13,49.03184709450235
14,147.28658280571761
15,77.88648771752126
16,35.6175839669611
17,167.31531797195413
18,143.66212546038415
19,173.67559638537716
20,171.92514847590846
21,91.05710855076507
22,158.9399876046711
23,151.26326121004206
24,83.5780281646151
25,149.2774479199868
26,162.35052023476845
27,56.6803362779596
28,82.81917025356562
29,140.4663710453481
30,133.1737364400525
31,126.11233500474563
32,118.63909741327903
33,138.53657282627864
34,142.84577127370764
35,54.605301014870705
36,45.991393758868604
37,20.18699923548234
38,129.4946808492139
39,116.67818582814402
40,69.19690431104624
41,64.90141947097474
42,-25.694076590834612
43,62.139023733393714
44,105.39782296800931
45,146.71517476779547
46,-33.02371289708467
47,110.35185956509525
48,-30.93318669258244
49,3.9451993701709056
50,12.401296035243824
51,-24.94798000289661
52,100.18007415625001
53,12.856752683740028
54,80.38948894174654
55,-6.3822411887844455
56,-50.261894113038
57,112.98149958873675
58,87.29485493728951
59,99.00848341879549
60,28.8316314059942
61,33.73177532155303
62,131.10255531950511
63,109.68763993346415
64,142.76302701732774
65,48.93994658689269
66,28.681267153496005
67,104.22451258485587
68,28.49924102566623
69,121.71062299071096
70,130.86443478877644
71,-51.0495939454974
72,100.45689374850431
73,117.41647933082218
74,117.2213866576938
75,-38.20746871756526
76,-30.514408696352977
77,66.9727691848659
78,107.21446619247236
79,96.25280204052389
80,137.32423869694404
81,43.647312445862795
82,93.7816981887099
83,-66.72579127104427
84,120.2495379361456
85,114.43079235639448
86,-71.12292283552006
87,56.98543054215657
88,32.19146776140256
89,51.51080071138142
90,-9.003192616062758
91,-25.901787182086203
92,57.95940503098138
93,77.97827441958013
94,108.52083513699259
95,104.0789538225404
96,67.82881087002548
97,-53.504936520286485
98,-97.52245514390049
99,59.90565717038486
100,70.43159400110065
101,64.45943156060201
102,-63.61434679126725
103,-100.23131978746235
104,94.98490642242935
105,-10.083627447370834
106,-50.72505428975059
107,-38.75399386566531
108,10.746593829606756
109,84.711948154197
110,6.244991017531106
111,111.44080530371772
112,79.22872815627024
113,6.59046754308985
114,-31.135686107716207
115,8.451549114129428
116,39.598444951614304
117,5.152533759888439
118,-84.24647632960294
119,53.11245534022437
120,35.96252698269831
121,61.51080836601235
122,80.77738085862742
123,40.778496675125034
124,-61.64713258783942
125,64.00871815206243
126,74.89185403850726
127,-73.13814876023908
128,59.49694799068198
129,102.66103632119602
130,-6.2973658611009125
131,45.51845772667009
132,93.96218440193843
133,53.79061908905213
134,-34.064067890487415
135,2.474914094466417
136,43.801301169750204
137,6.424938780076745
138,-42.416108137132426
139,113.53457039627672
140,4.388321331349308
141,-30.39948980639692
142,66.94823324886737
143,84.70640410166476
144,89.6853799550008
145,85.8553514367013
146,52.991133728533164
147,45.48240165437918
148,61.14037578036458
149,-52.05527766301846
150,43.010933789897656
151,20.317453428532325
152,-53.87074491323216
153,46.62309625579351
154,31.753879417957954
155,44.45089058701086
156,12.77585474522245
157,-67.23232844584982
158,67.40369069032641
159,-18.557632056837395
160,-72.42617267882169
161,-9.502156371949816
162,29.029292509956548
163,-83.51907907184429
164,109.08441599053381
165,29.599740948977022
166,37.06870503230727
167,31.936499628975724
168,-51.45806265200183
169,70.55690512605123
